,DOI,Title,Abstract
253,10.3389/fpsyg.2021.635183,Dreaming the Virtual: How Lucid Dream Practice Can Inform VR Development,Frontier's No Abstract
254,10.2466/09.pms.112.1.104-108,Vestibular Involvement in the Neurocognition of Lucid Dreaming," Lucid dreams occur when a person is aware that he is dreaming while he is dreaming. In a representative sample of German adults ( N = 919), 51% of the participants reported that they had experienced a lucid dream at least once. Lucid dream recall was significantly higher in women and negatively correlated with age. However, these effects might be explained by the frequency of dream recall, as there was a correlation of .57 between frequency of dream recall and frequency of lucid dreams. Other sociodemographic variables like education, marital status, or monthly income were not related to lucid dream frequency. Given the relatively high prevalence of lucid dreaming reported in the present study, research on lucid dreams might be pursued in the sleep laboratory to expand the knowledge about sleep, dreaming, and consciousness processes in general. "
255,10.3389/fpsyg.2020.01826,"Transpersonal experiences in lucid dreaming, meditation and art: An inquiry into the spaces of the mind","About 80% of posttraumatic stress disorder (PTSD) patients suffer from nightmares or dysphoric dreams that cause major distress and impact nighttime or daytime functioning. Lucid dreaming (LD) is a learnable and effective strategy to cope with nightmares and has positive effects on other sleep variables. In LDs, the dreamer is aware of the dreaming state and able to control the dream content. The aim of this study is to evaluate the effectiveness of lucid dreaming therapy (LDT) in patients suffering from PTSD. We suggest that learning a technique that enables the affected subjects to regulate the occurrence and content of nightmares autonomously increases the chance of coping with the complex symptoms of PTSD and can reduce suffering. Sleep quality (PSQI, Pittsburgh Sleep Quality Index), daytime sleepiness (ESS, Epworth Sleepiness Scale), quality of life (MQLI, Multicultural Quality of Life Index), psychological distress (SCL-90-R, Symptom Checklist 90-Revised), distress caused by traumatic events (IE-S, Impact of Events Scale), anxiety (SAS, Self-Rating Anxiety Scale), depression (SDS, Self-Rating Depression Scale), and nightmare severity were assessed in a self-rating questionnaire before and after the intervention. LDT had no effect on the investigated sleep variables. No correlation between reduction of nightmare severity and changes in PTSD-profile (IE-S) was found. Nevertheless, levels of anxiety and depression decreased significantly in the course of therapy. LDT could provide an alternate or complementary treatment option for nightmares in PTSD, specifically for symptoms of anxiety and depression."
256,10.4324/9781315224701-20,Lucid dreaming: Evidence and methodology,Not scidirect/frontiers
257,10.3389/fpsyg.2018.00384,"Nieoniryczna konwencja ""literatury snu"". Lucid dreaming i postrealizm w ""Scenach ÅÃ³Å¼kowych"" Adama Wiedemanna","Lucid dreaming (LD) is awareness that one is dreaming, during the dream state. However, some define and assess LD relying also on controlling dream events, although control is present only in a subset of lucid dreams. LD has been claimed to represent well-being, and has even been used as a therapeutic agent. Conversely, LD is associated with mixed sleep-wake states, which are related to bizarre cognitions, stress, and psychopathology, and have been construed as arousal permeating and disrupting sleep. We propose that previous conflicting findings regarding relations between LD and both psychopathology and well-being, stem from the non-differentiated assessment of frequency and control. The present study aimed to develop an expansive measure of several LD characteristics (the Frequency and Intensity Lucid Dream questionnaire; FILD), and explore their relations with symptomatology. Undergraduate students ("
258,10.3389/fpsyg.2020.00471,"Volitional components of consciousness vary across wakefulness, dreaming and lucid dreaming","Focusing on lucid dreaming, this paper examined relationships between dissociated experiences related to rapid eye movement (REM) sleep (lucid dreaming, nightmares, and sleep paralysis), reality testing, and paranormal experiences/beliefs. The study comprised a UK-based online sample of 455 respondents (110 males, 345 females, "
259,10.1080/15402002.2020.1739688,âDREAM HACKERSâ. THE RELIABILITY OF LUCID DREAMING,
260,10.4992/pacjpa.76.0_3pma21,Lucid Dreaming Brain Network Based on Tholeyâs 7 Klartraum Criteria,Not scidirect/frontiers
261,10.1177/0276236616648653,Is It a Good Idea to Cultivate Lucid Dreaming?," Lucid dreaming frequency varies strongly among individuals and, thus, research has focused on identifying what factors affect this phenomenon. The present study, an online survey ( N = 2,492), focused on the relationship between the Big Five personality dimensions and lucid dreaming frequency. Additionally, the personality correlates of the age of the first lucid dream were investigated. In our sample, a small but substantial portion of individual differences concerning lucid dreaming frequency was explained by the Big Five personality factors. Openness to experiences correlated positively with lucid dreaming frequency, whereas the correlation was negative for agreeableness. The relationship between neuroticism and lucid dreaming frequency disappeared when nightmare frequency was controlled. Future researchers should examine the relationship of the Big Five factors with the attitudes toward and the contents of lucid dreams. Moreover, longitudinal studies should investigate the lucid dream socialization of children and the effect of age on the course of interest in lucid dreaming. "
262,10.1016/j.concog.2016.06.002,Lucid dreaming frequency and personality,"We report a quality effects meta-analysis on studies from the period 1966-2016 measuring either (a) lucid dreaming prevalence (one or more lucid dreams in a lifetime); (b) frequent lucid dreaming (one or more lucid dreams in a month) or both. A quality effects meta-analysis allows for the minimisation of the influence of study methodological quality on overall model estimates. Following sensitivity analysis, a heterogeneous lucid dreaming prevalence data set of 34 studies yielded a mean estimate of 55%, 95% C. I. [49%, 62%] for which moderator analysis showed no systematic bias for suspected sources of variability. A heterogeneous lucid dreaming frequency data set of 25 studies yielded a mean estimate of 23%, 95% C. I. [20%, 25%], moderator analysis revealed no suspected sources of variability. These findings are consistent with earlier estimates of lucid dreaming prevalence and frequent lucid dreaming in the population but are based on more robust evidence."
263,10.1016/j.concog.2010.08.001,Increased Lucid Dreaming Frequency in Narcolepsy,"Activity in the prefrontal cortex may distinguish the meta-awareness experienced during lucid dreams from its absence in normal dreams. To examine a possible relationship between dream lucidity and prefrontal task performance, we carried out a prospective study in 28 high school students. Participants performed the Wisconsin Card Sort and Iowa Gambling tasks, then for 1 week kept dream journals and reported sleep quality and lucidity-related dream characteristics. Participants who exhibited a greater degree of lucidity performed significantly better on the task that engages the ventromedial prefrontal cortex (the Iowa Gambling Task), but degree of lucidity achieved did not distinguish performance on the task that engages the dorsolateral prefrontal cortex (the Wisconsin Card Sort Task), nor did it distinguish self-reported sleep quality or baseline characteristics. The association between performance on the Iowa Gambling Task and lucidity suggests a connection between lucid dreaming and ventromedial prefrontal function."
264,10.1145/1236360.1236405,Neurobiology and clinical implications of lucid dreaming,Not scidirect/frontiers
265,10.3389/fnhum.2014.00717,Lucid Dreaming in Narcolepsy,"The contrast between self- and other-produced tickles, as a special case of sensory attenuation for self-produced actions, has long been a target of empirical research. While in standard wake states it is nearly impossible to tickle oneself, there are interesting exceptions. Notably, participants awakened from REM (rapid eye movement-) sleep dreams are able to tickle themselves. So far, however, the question of whether it is possible to tickle oneself and be tickled by another in the dream state has not been investigated empirically or addressed from a theoretical perspective. Here, we report the results of an explorative web-based study in which participants were asked to rate their sensations during self-tickling and being tickled during wakefulness, imagination, and lucid dreaming. Our results, though highly preliminary, indicate that in the special case of lucid control dreams, the difference between self-tickling and being tickled by another is obliterated, with both self- and other produced tickles receiving similar ratings as self-tickling during wakefulness. This leads us to the speculative conclusion that in lucid control dreams, sensory attenuation for self-produced tickles spreads to those produced by non-self dream characters. These preliminary results provide the backdrop for a more general theoretical and metatheoretical discussion of tickling in lucid dreams in a predictive processing framework. We argue that the primary value of our study lies not so much in our results, which are subject to important limitations, but rather in the fact that they enable a new theoretical perspective on the relationship between sensory attenuation, the self-other distinction and agency, as well as suggest new questions for future research. In particular, the example of tickling during lucid dreaming raises the question of whether sensory attenuation and the self-other distinction can be simulated largely independently of external sensory input. "
266,10.1093/sleep/zsab294,Lucid Loop,"Abstract
               
                  Study Objectives
                  (1) To critically test whether a previously reported increase in frontolateral 40 Hz power in lucid REM sleep, used to justify the claim that lucid dreaming is a “hybrid state” mixing sleep and wakefulness, is attributable to the saccadic spike potential (SP) artifact as a corollary of heightened REM density. (2) To replicate the finding that lucid dreams are associated with physiological activation, including heightened eye movement density, during REM sleep. (3) To conduct an exploratory analysis of changes in EEG features during lucid REM sleep
               
               
                  Methods
                  We analyzed 14 signal-verified lucid dreams (SVLDs) and baseline REM sleep segments from the same REM periods from six participants derived from the Stanford SVLD database. Participants marked lucidity onset with standard left-right-left-right-center (LR2c) eye-movement signals in polysomnography recordings.
               
               
                  Results
                  Compared to baseline REM sleep, lucid REM sleep had higher REM density (β = 0.85, p = 0.002). Bayesian analysis supported the null hypothesis of no differences in frontolateral 40 Hz power after removal of the SP artifact (BH = 0.18) and ICA correction (BH = 0.01). Compared to the entire REM sleep period, lucid REM sleep showed small reductions in low-frequency and beta band spectral power as well as increased signal complexity (all p &amp;lt; 0.05), which were within the normal variance of baseline REM sleep.
               
               
                  Conclusions
                  Lucid dreams are associated with higher-than-average levels of physiological activation during REM sleep, including measures of both subcortical and cortical activation. Increases in 40 Hz power in periorbital channels reflect saccadic and microsaccadic SPs as a result of higher REM density accompanying heightened activation.
               "
267,10.1016/j.mehy.2020.110169,A Day in the Life of an Aesthetic TÄntrika: From Synaesthetic Garden to Lucid Dreaming and Spaciousness,"During REM sleep we normally experience dreams. However, there are other less common REM sleep phenomena, like lucid dreaming (LD), false awakening (FA), sleep paralysis (SP), and out of body experiences (OBE). LD occurs when one is conscious during dreaming, and FA occurs when one is dreaming but believes that has woken up. SP is characterized by skeletal muscle atonia and occurs mainly during awakening or falling asleep. OBE is the subjective sensation of 'leaving the physical body'. Since all these phenomena happen during REM sleep, their frequency is probably connected. The goal of this research is to explore how these phenomena are connected to each other in terms of frequency. We surveyed 974 people on the streets of Moscow and found significant correlations between the phenomena. Of those surveyed, 88% have experienced at least one of the phenomena of interest (i.e., LD, OBE, FA, and SP), which appeared to be closely correlated to each other. Furthermore, 43% of respondents stated that they often experience at least one of these phenomena. We found that the recurrence of these phenomena correlated with sleep duration and dream recall frequency. The results of the survey provide better understanding of the nature of REM sleep dissociative phenomena. Cross-correlations between REM sleep dissociated phenomena, like lucid dreaming, sleep paralysis, out-of-body experiences, and false awakening, revealed by a survey."
268,10.4992/pacjpa.82.0_1am-068,Lucid dreaming and theÂ bimodalityÂ ofÂ consciousness,Not scidirect/frontiers
269,10.1016/j.concog.2013.08.005,Lucid Dreaming as Metacognition: Implications for Cognitive Science,"Recent studies suggest that lucid dreaming (awareness of dreaming while dreaming) might be associated with increased brain activity over frontal regions during rapid eye movement (REM) sleep. By applying transcranial direct current stimulation (tDCS), we aimed to manipulate the activation of the dorsolateral prefrontal cortex (DLPFC) during REM sleep to increase dream lucidity. Nineteen participants spent three consecutive nights in a sleep laboratory. On the second and third nights they randomly received either 1 mA tDCS for 10 min or sham stimulation during each REM period starting with the second one. According to the participants' self-ratings, tDCS over the DLPFC during REM sleep increased lucidity in dreams. The effects, however, were not strong and found only in frequent lucid dreamers. While this indicates some preliminary support for the involvement of the DLPFC in lucid dreaming, further research, controlling for indirect effects of stimulation and including other brain regions, is needed."
270,10.1111/ane.12362,Lucid Dreaming as a Treatment for Recurrent Nightmares,The aim of the present exploratory clinical study was to evaluate LD as an add-on therapy for treating nightmares.
271,10.2466/pms.1990.71.2.627,Lucid dreaming during Multiple Sleep Latency Test (MSLT)," This preliminary research is the firs: to compare lucid, nightmare, and archetypal-mythological dreams on dimensions important in previous research on each. A first study of 100 subjects showed all three forms significantly correlated with each other and with estimates of dream recall. In a second study, 41 subjects were selected from the above on the basis of relative specialization in each dream form, with a control group equally high on dream recall. Here, the lucid and archetypal dreamers tended to separate themselves from nightmare sufferers on the basis of high imaginativeness, proclivity to waking mystical experience, spatial/analytic skills, and physical balance. It appears that the intensification of dreaming is expressed positively or negatively, depending on variations in these cognitive dimensions. "
272,10.5860/choice.187262,Lucid dreams in veterans with posttraumatic stress disorder include nightmares.,Not scidirect/frontiers
273,10.1016/0301-0511(84)90056-5,"Dream recall, nightmares and lucid dreaming in narcoleptic patients","During lucid dreaming, a subject willed movements of his fingers, toes and feet, remembered tasks, and counted sensory stimuli. Dreamed speech was related to respiration. EMG activity corresponding to dreamed actions was greater in flexor than in extensor limb muscles and was never present in axial muscles."
274,10.1093/sleep/zsaa056.110,"What American College Students Want from Religion: Facebookismanity, Lucid Dreaming, and Bodhisattva Tupac Shakur","Abstract
               
                  Introduction
                  Lucid dreaming (being aware that one is dreaming) is typically a positive experience that may enhance positive mood even after waking. There is concern, however, that lucid dreaming may interfere with sleep quality. In the current experiment, participants practiced common lucid dream induction techniques over the course of a week, and kept a daily sleep and dream diary. The study objective was to assess relationships between dream lucidity and subjective sleep quality, dream emotional content, and subsequent waking mood.
               
               
                  Methods
                  There were 32 participants aged 19–33 in this open label, single arm study (mean=22.63±3.48; 6 males, 24 females). All participants completed a sleep and dream diary for 7 days that included scaled items (1–7 scale) concerning subjective sleep quality, negative and positive emotional intensity of a dream (if recalled). Participants also completed a 19-item lucidity questionnaire, and the Positive and Negative Affect Schedule. Average scores for the week were computed for all measures and Pearson’s correlations conducted between lucidity and all other measures. Participants with no dream recall (n=5) were excluded. Within-subjects analyses were undertaken by selecting each participant’s highest and lowest lucidity night (n=22; 5 participants with only minimum lucidity excluded).
               
               
                  Results
                  Positive correlations were found between lucidity and dream positive emotion (r=.490, n=27, p=.009) and positive waking mood (r=.638, n=27, p&amp;lt;.001); there were no other significant correlations (all p&amp;gt;.1). Higher lucidity was associated with more positive dream content (t(21)= -3.214, p=.004) and positive waking mood (t(25)=-4.568, p&amp;lt;.001); no other significant differences were observed.
               
               
                  Conclusion
                  These data indicate that lucidity is associated with positive dreams and waking mood, with no detriment to self-reported sleep quality. The findings provide preliminary support of lucid dreaming as an intervention to improve wellbeing and mood in the short term.
               
               
                  Support
                  N/A
               "
275,10.1177/0276236615572594,Can Lucid Dreaming Research Guide Self-Transcendent Experience Design in Virtual Reality?," The present study explored the relationship between lucidity in dreams (awareness of dreams while dreaming) and mindfulness during wakefulness, also considering meditation as a possible moderating variable. An online survey was completed by 528 respondents, of whom 386 (73.1%) had lucid dream experiences. The reported frequency of lucid dreams was found to be positively related to higher dispositional mindfulness in wakefulness. This relationship was only present in those participants who reported acquaintance with meditation. Regarding the dimensions of mindfulness, lucid dream frequency was more strongly associated with mindful presence rather than acceptance. The findings support the notion of an existing relationship between lucidity in dreams and mindfulness during wakefulness, yet it remains unclear whether the relationship is influenced by actual meditation practice or whether it reflects some natural predispositions. Future studies should examine the role of different meditation practices, investigate personality variables that might influence the relationship, and explore how different facets of mindfulness and lucidity interrelate. "
276,10.3389/fpsyg.2019.02618,Lucid Dreaming: A Diary Study,"Nightmares are defined as repeated occurrences of extremely dysphoric and well-remembered dreams that usually involve subjective threats to survival, security, or physical integrity. Generally, they occur during rapid eye movement sleep (REMS) and lead to awakenings with distress and insufficient overnight sleep. Nightmares may occur spontaneously (idiopathic) or as recurrent nightmares. Recurrent nightmares cause significant distress and impairment in occupational and social functioning, as have been commonly observed in post-traumatic stress disorder, depression and anxiety. By contrast, during lucid dreaming (LD), subjects get insight they are dreaming and may even control the content of their dreams. These features may open a way to help those who suffer from nightmare disorder through re-significations of the dream scene, i.e., knowing that they are dreaming and having control over their dream content. Thus, lucid dreamers might be able to render nightmares normal dreams, thereby assuring a restoring sleep. The aim of the present study is to review the existing literature of the use of LD as an auxiliary tool for treatment of nightmares. We conducted a careful literature search for eligible studies on the use of LD treatment for nightmares. We observed that whereas LD may be a feasible aid in the treatment of patients with nightmares through minimizing their frequency, intensity and psychological distress, the available literature is still scarce and does not provide consistent results. We conclude therefore that more research is clearly warranted for a better estimation of the effective conductance and therapeutic outcome of LD treatment in clinical practice."
277,10.3389/fnhum.2013.00836,Lucid Virtual Dreaming: Antecedents and Consequents of Virtual Lucidity During Virtual Threat,"During sleep, humans experience the offline images and sensations that we call dreams, which are typically emotional and lacking in rational judgment of their bizarreness. However, during lucid dreaming (LD), subjects know that they are dreaming, and may control oneiric content. Dreaming and LD features have been studied in North Americans, Europeans and Asians, but not among Brazilians, the largest population in Latin America. Here we investigated dreams and LD characteristics in a Brazilian sample (n = 3,427; median age = 25 years) through an online survey. The subjects reported recalling dreams at least once a week (76%), and that dreams typically depicted actions (93%), known people (92%), sounds/voices (78%), and colored images (76%). The oneiric content was associated with plans for the upcoming days (37%), memories of the previous day (13%), or unrelated to the dreamer (30%). Nightmares usually depicted anxiety/fear (65%), being stalked (48%), or other unpleasant sensations (47%). These data corroborate Freudian notion of day residue in dreams, and suggest that dreams and nightmares are simulations of life situations that are related to our psychobiological integrity. Regarding LD, we observed that 77% of the subjects experienced LD at least once in life (44% up to 10 episodes ever), and for 48% LD subjectively lasted less than 1 min. LD frequency correlated weakly with dream recall frequency (r = 0.20, p < 0.01), and LD control was rare (29%). LD occurrence was facilitated when subjects did not need to wake up early (38%), a situation that increases rapid eye movement sleep (REMS) duration, or when subjects were under stress (30%), which increases REMS transitions into waking. These results indicate that LD is relatively ubiquitous but rare, unstable, difficult to control, and facilitated by increases in REMS duration and transitions to wake state. Together with LD incidence in USA, Europe and Asia, our data from Latin America strengthen the notion that LD is a general phenomenon of the human species. "
278,10.1080/03080188.2017.1380468,"âIs this a Dream?â â Evolutionary, Neurobiological and Psychopathological Perspectives on Lucid Dreaming",Not scidirect/frontiers
279,10.33824/pjpr.2022.37.2.12,"0239 Mindfulness Moderates the Relationship Between Lucid Dreaming, Nightmare Distress, and Sleep Quality","The current study was designed to examine the role of nightmares in psychosis proneness in relation to lucid dreaming. In this correlational study, the sample comprised of 220 young Pakistani adults from both genders (124 women and 96 men) age range from 18 to 26 years (M = 21.14, SD = 1.87). The participants were assessed on nightmares, psychosis proneness, and lucid dreaming through the Mannheim Dream Questionnaire, Inventory of Personality Organization, and The Lucidity and Consciousness in Dreams Scale respectively. Pearson correlation analysis demonstrated significant inter-correlation between dream lucidity, nightmare, and psychosis proneness. Path analysis illustrated dream lucidity as a significant mediator in the link between nightmare and psychosis proneness. The results concluded that dream lucidity plays the role of facilitating factor in the development of psychosis proneness. The findings also provide insight into the role of nightmares and lucid dreaming while examining psychosis proneness."
280,10.1080/00048671003614213,"0731 THE RELATIONSHIP BETWEEN VIDEO GAME USE, GAME GENRE, AND LUCID/CONTROL DREAMING",Not scidirect/frontiers
281,10.24832/jk.v11i1.18,Metacognitive Mechanisms Underlying Lucid Dreaming,"AbstractThe objectives of the research for policy of intangible cultural heritage (ICH) are as follow.(1) To understand the processes and problems of implementation of ICH policy in Indonesia; (2)To identify stakeholders involved in ICH policies that have been registered and confirmed; and(3) To ascertain a plan of action programs that carried out by relevant agencies following thedetermination of ICH policy in Indonesia. This study uses qualitative research method, throughinterviews and focus group discussion (FGD) to a number of informants, i.e. government officials,cultural actors, and community members. The implementation of the Minister of Education andCulture regulation that related to “the administrative procedures” of ICH policy has be done asgood as possible by Directorate of Values Internalization and Cultural Diplomacy. However, it isbelieved that the effort is still need to be improved. It seems that this is caused by poor technicalability for filling the form and misunderstanding about ICH, which often confused as havingthe same meaning and value with cultural heritage. Local stakeholders need to have the sameunderstanding about the importance of the regulation of president and of Ministry of Educationand Culture. Therefore, all the regions can carry out this policy together and contribute toeach other in protecting ICH through action programs. Bida’i, Songket, Sambas, and BetangTraditional House in West Kalimantan Province; and Makepung and Tektekan in Bali Provincehave been designated as ICH of Indonesia. However, conservation efforts should not stop at thisdetermination only.Keywords: Intangible Cultural Heritage (ICH), Bida’i. Songket Sambas, Betang traditional house,Makepung and Tektekan AbstrakTujuan penelitian kebijakan Warisan Budaya Takbenda (WBTB) ini, adalah untuk: (1)mengetahui proses dan berbagai masalah dalam implementasi kebijakanWBTB Indonesia;(2) mengidentifikasi pihak-pihak yang terlibat dalam kebijakan WBTB yang telah didaftarkandan ditetapkan; dan (3) mengetahui rencana program aksi yang dilakukan oleh instansi terkaitterhadap penetapan WBTB Indonesia. Penelitian ini menggunakan metode penelitian kualitatifdengan wawancara dan Focus Group Discussion (FGD) terhadap sejumlah informan, baik dariaparat pemerintahan, pelaku budaya, maupun warga masyarakat. Hasil penelitian menunjukanbahwa implementasi Permendikbud yang terkait “prosedur administratif” KebijakanWBTB,telah dilakukan dengan maksimal oleh Direktorat INDB, beserta jajarannya. Meskipun demikian,dalam pelaksanaannya dirasakan kurang maksimal. Hal ini tampaknya, disebabkan kemampuanteknis pengisian formulir maupun pemahaman akan arti budaya takbenda seolah-olah samadengan cagar budaya. Perlu pemahaman dari stakeholders di daerah tentang pentingnya Perpresdan Permendikbud WBTB, sehingga kebijakan ini dapat bergerak bersama di daerah dan salingberkontribusi dalam melakukan perlindungan WBTB dalam bentuk program aksi. Bidai, SongketSambas, dan Rumah Betang di Provinsi Kalimantan Barat, serta Makepung dan Tektekan diProvinsi Bali sudah ditetapkan sebagai WBTB Indonesia. Upaya pelestarian seyogyanya tidakberhenti pada penetapan WBTB tersebut.Kata kunci: Warisan Budaya Takbenda (WBTB), Bidai (Bide’), Songket Sambas, Betang,Makepung dan Tektekan"
282,10.1145/3173574.3173917,Lucid Dreaming Treatment for Nightmares: A Pilot Study,Not scidirect/frontiers
283,10.1007/s11263-019-01164-6,"THE MULTIPLICITY OF DREAMS: COGNITIVE-AFFECTIVE CORRELATES OF LUCID, ARCHETYPAL, AND NIGHTMARE DREAMING",Not scidirect/frontiers
284,10.2466/pms.1982.55.3.795,Lucid Dreaming Frequency and Sensory-Processing Sensitivity," 10 good dream recallers spent 2 nights in the sleep lab during which they were awakened 4 times per night from REM sleep, twice during their highest alpha activity in REM, and twice during low REM alpha. 5 were given alpha feedback training prior to sleep onset. Arousals from high alpha REM sleep yielded significantly higher lucidity ratings. Alpha feedback had no effect upon lucidity or REM alpha levels. Similarities between lucid dreams and meditative phenomena are discussed. "
285,10.2466/pms.1981.52.3.727,1077 LUCID DREAMING IN VETERANS WITH PTSD: NON-NIGHTMARE DREAMS AND NIGHTMARES," The occurrence of lucid dreaming (dreaming while being conscious that one is dreaming) has been verified for 5 selected subjects who signaled that they knew they were dreaming while continuing to dream during unequivocal REM sleep. The signals consisted of particular dream actions having observable concomitants and were performed in accordance with pre-sleep agreement. The ability of proficient lucid dreamers to signal in this manner makes possible a new approach to dream research—such subjects, while lucid, could carry out diverse dream experiments marking the exact time of particular dream events, allowing derivation of precise psychophysiological correlations and methodical testing of hypotheses. "
286,10.5152/npa.2017.12606,Psychophysiological basis of lucid dreaming,The aim of this study was to examine the level of lucidity and its relation with metacognitive beliefs and dream anxiety in medical students.
287,10.2466/pms.1996.83.1.331,I did not expect to be dreaming: Explaining realization in lucid dreams with a Bayesian framework," The psychophysiological properties of the lucid dream state were examined to evaluate the relationship between lucid and nonlucid dreaming, emphasizing the fact that the components of self-reflectiveness and other cognitive features commonly associated with lucid dreams occur in all dreams to various extents. Although lucid dreams are clearly toward one end of the continuum, they still share many of the characteristics present in most dreams. In this respect, exploration of lucid dreams may not necessarily be a misguided path toward the understanding of dreaming in general. A simple model was described to illustrate the mind-body relationship in various forms of REM dreaming. "
288,10.2991/assehr.k.220105.288,The Phenomenology of Lucid Dreaming: An Online Survey,Not scidirect/frontiers
289,10.1038/s41467-018-05547-0,Lucid Dreaming and Control in Waking Life,"Humans are typically unable to engage in sustained smooth pursuit for imagined objects. However, it is unknown to what extent smooth tracking occurs for visual imagery during REM sleep dreaming. Here we examine smooth pursuit eye movements during tracking of a slow-moving visual target during lucid dreams in REM sleep. Highly similar smooth pursuit tracking was observed during both waking perception and lucid REM sleep dreaming, in contrast to the characteristically saccadic tracking observed during visuomotor imagination. Our findings suggest that, in this respect, the visual imagery that occurs during REM sleep is more similar to perception than imagination. The data also show that the neural circuitry of smooth pursuit can be driven by a visual percept in the absence of retinal stimulation and that specific voluntary shifts in the direction of experienced gaze within REM sleep dreams are accompanied by corresponding rotations of the physical eyes."
290,10.3389/fpsyg.2020.555731,Lucid Dreaming: The Genre and Mode of The Man Who Was Thursday,"Lucid dreaming (LD) began to be scientifically studied in the last century, but various religions have highlighted the importance of LD in their doctrines for a much longer period. Hindus' manuscripts dating back over 2,000 years ago, for example, divide consciousness in waking, dreaming (including LD), and deep sleep. In the Buddhist tradition, Tibetan monks have been practicing the ""Dream Yoga,"" a meditation technique that instructs dreamers to recognize the dream, overcome all fears when lucid, and control the oneiric content. In the Islamic sacred scriptures, LD is regarded as a mental state of great value, and a special way for the initiated to reach mystical experiences. The Christian theologian Augustine of Hippo (354-430 AD) mentions LD as a kind of preview of the afterlife, when the soul separates from the body. In the nineteenth century, some branches of the Spiritism religion argue that LD precedes out-of-body experiences during sleep. Here we reviewed how these religions interpret dreams, LD and other conscious states during sleep. We observed that while Abrahamic monotheisms (Judaism, Christianity, and Islam) recognize dreams as a way to communicate with God to understand the present and predict the future, the traditional Indian religions (Buddhism and Hinduism) are more engaged in cultivating self-awareness, thus developed specific techniques to induce LD and witnessing sleep. Teachings from religious traditions around the world offer important insights for scientific researchers today who want to understand the full range of LD phenomenology as it has emerged through history."
291,10.1177/1363461520901638,Consciousness and Abilities of Dream Characters Observed during Lucid Dreaming," Transcultural psychiatry has increased awareness of alternative approaches to mental health and wellbeing, influencing developments in Western psychotherapeutic treatments. In this article, I look at the recent interest in alternative therapies by the U.S. military, which has explored the possibilities of lucid dreaming in order to help soldiers cope with the adverse mental and emotional effects of combat—commonly referred to as post-traumatic stress disorder (PTSD). In this context of concerns about effective rehabilitation and the cost of veteran care, I examine the popular science fiction films Avatar and Inception, which have been discussed in the media as illustrations of the potential use of lucid dreaming and digitally created virtual worlds to “heal” the minds of soldiers affected by modern warfare. In these media portrayals, psychology and science fiction come together to envision and promote human-machine fantasies of the endlessly salvageable and, therefore ultimately, invincible American soldier. "
292,10.1016/j.slsci.2016.02.093,The Term âHypnosisâ Suggests a Sleep-Like State and Recent Evidence Regarding Lucid Dreaming Bears on the Notion of a âHidden Observer.â What Is Your View of the Analogy of Dreaming and Hypnosis?,Weird Scidirect No Abstract
293,10.1111/jsr.12441,"Sleep spindles, mobile phones, lucid dreaming and sleep in Parkinson's disease and autism spectrum disorders","Sleep paralysis and lucid dreaming are both dissociated experiences related to rapid eye movement (REM) sleep. Anecdotal evidence suggests that episodes of sleep paralysis and lucid dreaming are related but different experiences. In this study we test this claim systematically for the first time in an online survey with 1928 participants (age range: 18-82 years; 53% female). Confirming anecdotal evidence, sleep paralysis and lucid dreaming frequency were related positively and this association was most apparent between lucid dreaming and sleep paralysis episodes featuring vestibular-motor hallucinations. Dissociative experiences were the only common (positive) predictor of both sleep paralysis and lucid dreaming. Both experiences showed different associations with other key variables of interest: sleep paralysis was predicted by sleep quality, anxiety and life stress, whereas lucid dreaming was predicted by a positive constructive daydreaming style and vividness of sensory imagery. Overall, results suggest that dissociative experiences during wakefulness are reflected in dissociative experiences during REM sleep; while sleep paralysis is related primarily to issues of sleep quality and wellbeing, lucid dreaming may reflect a continuation of greater imaginative capacity and positive imagery in waking states."
294,10.5040/9781408164471.00000005,"Pre-sleep treatment with galantamine stimulates lucid dreaming: A double-blind, placebo-controlled, crossover study",Not scidirect/frontiers
295,10.3366/edinburgh/9780748690954.003.0001,Individual differences in locus of control and the reporting of lucid dreaming,"The introduction maps out the place of chinoiserie in the upheavals of early-twentieth century artistic consciousness. As the basic tenets of Realism became increasingly challenged by Modernist questioning, chinoiserie ‘absurdities’ offered the Modernist artist escape from Realism’s transcriptively referential constraints. The term has historically been confined to the decorative arts and critically overlooked as a somewhat moribund style. As a consequence, the continuities between chinoiserie and its role in Modernist ways of looking or seeing have been paid little attention. The introduction will suggest a new theoretical attention to chinoiserie as crucial to the re-visioning of the Modernist eye."
296,10.22323/1.321.0032,"Exploring the role of need for cognition, field independence and locus of control on the incidence of lucid dreams during a 12-week induction study.",Not scidirect/frontiers
297,10.31979/etd.pfcw-b8hy,Overcoming phobias by lucid dreaming.,Not scidirect/frontiers
298,10.3897/zookeys.21.271.app.3.ik,Partial memory reinstatement while (lucid) dreaming to change the dream environment,Not scidirect/frontiers
299,10.22323/1.340.0280,Two-Way Communication in Lucid REM Sleep Dreaming,Not scidirect/frontiers
